-0.074400365, -0.23153105, -0.86111677, -0.22883487
-0.08275181, -0.29101983, -0.8930138, -0.21663782
-0.08280682, -0.29106605, -0.8823614, -0.22160548
-0.07046712, -0.28024918, -0.97214866, -0.2581021
-0.089244075, -0.27440554, -0.9195375, -0.37661403
-0.084334105, -0.29166391, -0.8982977, -0.19453837
-0.07046712, -0.2807877, -0.97214866, -0.2581021
-0.074400365, -0.23265912, -0.99502635, -0.2214291
-0.952353, -0.59750855, -0.6489788, 0.47197095
-0.43367946, -0.42692637, -0.70654494, -0.057529643
-0.952353, -0.5792097, -0.6489788, 0.50885546
-0.09428802, -0.2537697, -0.88165677, -0.28332055
-0.075472355, -0.28795916, -0.855517, -0.19498809
-0.089244075, -0.27568373, -0.91903466, -0.3686152
-0.07442262, -0.2865067, -0.9626703, -0.23183312
-0.07707584, -0.26982555, -0.890653, -0.30781835
-0.08002721, -0.22296701, -0.88756084, -0.33569452
-0.03762527, -0.2547736, -1.0993009, 0.21100867
-0.07508922, -0.28626582, -0.8529646, -0.2189616
-0.14188676, -0.30033553, -0.85933584, -0.73372597
-0.08015138, -0.2659844, -0.89743066, -0.34196067
-0.0841533, -0.2884251, -0.8831502, -0.21900079
-0.08940186, -0.25569782, -0.9219341, -0.33140355
-0.0786736, -0.28840378, -0.70750636, -0.19025655
-0.072689645, -0.2857117, -0.86512655, -0.22103402
-0.06734619, -0.26884896, -0.92444366, -0.34783092
-0.09428802, -0.25378582, -0.9527991, -0.35847428
-0.12868018, -0.30658984, -0.85933584, -0.8147643
-0.07813652, -0.2569205, -0.89327073, -0.3038692
-0.078073755, -0.25571266, -0.890653, -0.28032947
-0.08002721, -0.22296701, -0.8878335, -0.34196067
-0.09157462, -0.2556322, -0.9296337, -0.36508247
-0.08015138, -0.26466674, -0.8972098, -0.34196067
-0.8492245, -0.59568626, -0.6704276, 0.08476886
-0.08280682, -0.2880893, -0.8823614, -0.22160548
-0.08342519, -0.28978533, -0.8987144, -0.21751192
-0.952353, -0.59750855, -0.6595857, 0.50885546
-0.91021866, -0.58451235, -0.37275034, -0.68565387
-0.075233124, -0.24984875, -0.9219198, -0.32817912
-0.07046712, -0.28024918, -0.97214866, -0.2560289
-0.09157462, -0.2537697, -0.9278027, -0.36508247
-0.067275435, -0.26894507, -0.9294272, -0.33823574
-0.06844264, -0.26662317, -0.92402977, -0.34326908
-0.06874053, -0.26825622, -0.9221764, -0.34783092
-0.45280895, -0.43530583, -0.72546554, -0.06548505
-0.13153702, -0.30658984, -0.86101973, -0.8147643
-0.76382124, -0.33463678, -0.8773017, 0.55165905
-0.069504134, -0.2856392, -0.8565195, -0.24150236
-0.07471636, -0.28665882, -0.86195964, -0.20946462
-0.07933617, -0.29271558, -0.86654663, -0.18822612
-0.083900176, -0.28978533, -0.8984294, -0.21751192
-0.056776736, -0.26540232, -0.83801997, -0.27035666
-0.07471636, -0.28370118, -0.8619175, -0.22737387
-0.08280682, -0.29106605, -0.8823614, -0.22135709
